ID1NAME,IDNAME,n_covid1,n_covid2,n_covid3,quar1,quar2,quar3,insurance_coverage,ratio_reg_nonreg,Tot_in_mig,Netmig,Inter_guns,Areaper,Circulatory,Infection_parasites,Neoplasm,Overall,Respiratory,smoke_curr_rate,drink_monthly_rate,ob_meas_rate,ob_subj_rate,mental_prev,mental_perception,db_trt_rate,hc_utility_rate,hc_inf_vacc_rate,stroke_rate,rate_cars,apt,n_students_high_per_class,Tot_pop,hh_pop_pct,For_Kor_pct,apt_price,rate_ser_workers,rate_dis_sev,rate_urbanic,rate_ret_work,rate_urb_are,rate_uni,rate_emp,log_GDP,n,group,ID,ID1,code,elderly_alone_ratio,Total,rentals,smoke_cess_1mo,social_groups,org_leisure_sports,rate_hh,rate_dep,rate_inmig,high_sch_p,For_Kor_Pop_100K,GDP_pp,ln_total,netmig2,inter_guns2,tot_in_mig2,x,y,rate_urb_area,Health_behavior,Healthcare_access,Local_economy,Migration,Morbidity,Social_distancing1,Social_distancing2,hc_unmet_rate,r_hesowo,n_Health_Social_Workers,n_workers_industry,GROUP1,n_covid,hesoc,Crowding,diff_sd,seq
Gyeonggi,Yeoju,0,0,0,1,2,3,0.1093892056,21.744452272,0,0,0,0.5227,53.3,12.5,95.6,366.1,44.6,22.5,63.2,37.4,40.8,3.8,32.4,88.5,30.7,35.9,37.0,0.6,12,24.31,"112,096",38.7,4.74,90,20.3,2.9854475673,2.3277540679,5.6237510705,23277.540679,0.9994802703,0.0438811818,14.811488242,123,13,KR-41730,KR-41,20200,8.8,100052,11,5.1,75.9,49.2,0.0433754448,0.0399902051,0,34.814468195,47.381452932,27.059628993,11.627110926,0,0,0,127.64411001,37.287605,23.277540679,47.089707149,25.895230538,35.2327175,2.3690726466,100.0307698,11.953657666,14.690478543,22.9,8.4,"3,703","43,904",13,0,3.3034184984,11.398890819,11.533841343,118
Gyeonggi,Yeoncheon,0,0,0,1,2,3,0.2502584587,22.236263736,402,-112,146,1.6922,57.4,12.8,96.0,383.2,44.1,27.5,59.0,34.3,39.2,5.5,17.2,93.2,48.8,48.6,78.0,0.7,13.4,19.09,"43,383",42.5,3.17,0,20.3,3.0294224482,7.0177592605,3.7825876495,70177.592605,0,0.0362489405,13.750444965,124,13,KR-41800,KR-41,20210,12.7,41295,8,0.6,75.9,49.2,0.0446906405,0.037750333,0.9734834726,34.235212797,31.749429224,22.690543649,10.677822938,-0.258165641,0.3365373533,0.9266302469,127.04799177,38.1138575,70.177592605,44.380755814,33.246643218,5.1176220138,1.4583886407,108.05726378,15.058463341,13.291817842,14.2,10.4,"1,559","14,969",13,0,3.5935735196,14.439158496,10.224112737,119
Gyeonggi,Yeongtong,6,7,13,1,2,3,0.0284308498,20.035266037,19033,-585,5420,0,59.0,9.2,93.4,283.7,35.3,22.4,0.0,0.0,44.9,2.9,25.3,0.0,0.0,0.0,0.0,0,0,0,"355,991",37.7,2.65,0,20.3,0,0.9938826412,4.8020951017,9938.8264116,0,0.0839431334,17.094320583,125,8,KR-41117,KR-41,79,0,355991,0,0.0,75.9,49.2,0.0376661208,0.042045445,0,24.519762878,26.475668163,0.1021430317,12.782660729,-0.164329997,1.5225104005,5.3464834785,127.05651084,37.2771045,9.9388264116,3.6749470939,8.7679632864,6.3737426171,1.2416184096,70.520400367,11.009292148,0.9732064012,,,,,,26,,10.468183577,1.2940890089,120
Gyeongsangbuk,Andong,50,3,0,1,2,3,0.0567415905,25.328315478,2079,-137,493,1.5685,60.0,8.3,95.0,350.7,46.1,27.5,0.0,0.0,39.2,5.5,17.2,0.0,0.0,0.0,0.0,0.5,20.4,21.23,"162,186",42.2,1.20,87.2,18.8,3.4244463389,4.8727448115,5.7545040879,48727.448115,1.8137957303,0.0359621279,15.209476914,126,13,KR-47170,KR-47,60110,12.4,165399,5.7,0.0,81.6,42.7,0.0414065381,0.0401392995,1.2569604411,24.898397072,12.036915704,24.370195709,11.996499104,-0.084470916,0.3039719828,1.2818615663,128.72570073,36.5592135,48.727448115,4.008918093,11.08434197,34.453580779,0.5596103272,85.663647523,14.202051683,17.700435171,,13.1,"7,776","59,481",13,53,4.7944952092,13.600888301,13.51936042,121
Gyeongsangbuk,Bonghwa,70,1,0,1,2,3,0.3248558197,32.108929702,212,-69,69,2.126,61.2,16.9,103.6,375.5,45.5,23.1,60.6,38.5,40.5,2.8,21.7,81.3,38.9,28.8,48.7,0.6,5.8,21.76,"30,872",45.8,1.44,0,18.8,3.6420964576,3.072250907,3.4464887276,30722.50907,0,0.0348926997,13.790084026,127,13,KR-47920,KR-47,60080,20,31081,1,4.3,81.6,42.7,0.0454972491,0.0449277694,0.6820887359,25.203793046,14.391798646,31.366236608,10.337604903,-0.223503498,0.2235034983,0.6867064006,128.90109467,36.923755,30.72250907,46.505571444,33.100989537,5.1319389427,0.6078381832,104.25587482,14.823541282,10.486638394,14.0,7.5,818,"10,845",13,71,2.6496501684,14.197626479,8.4219871561,122
Gyeongsangbuk,Cheongdo,43,0,0,1,2,3,0.2892018249,29.888491935,414,-21,60,1.7307,54.7,13.8,102.8,371.9,45.9,18.5,54.0,39.4,44.3,2.4,16.2,89.3,33.2,42.4,45.2,0.6,5.1,19.75,"40,878",45.6,3.62,0,18.8,3.6483458548,5.1739321885,5.78061549,51739.321885,0,0.0430025043,13.773315747,128,13,KR-47820,KR-47,60200,21,37935,2.8,0.1,81.6,42.7,0.0490865955,0.0484275735,1.0913404508,26.975884081,36.223985399,25.271727956,10.6183473,-0.051372376,0.1467782181,1.012769705,128.88352293,35.706762,51.739321885,43.72083176,29.139457464,5.1281313002,1.7855130818,102.67318393,15.30757672,9.9777132885,10.2,10.4,"1,689","16,313",13,43,4.1318068399,14.660540767,8.6589382347,123
Gyeongsangbuk,Cheongsong,2,0,0,1,2,3,0.4296030577,30.999195818,272,21,106,1.5633,55.6,9.2,84.4,343.9,44.0,24.9,53.8,40.3,44.6,2.0,24.6,90.6,64.8,37.0,62.8,0.6,9.5,16.21,"24,160",48.0,1.29,0,18.8,3.5060593397,2.5646837748,4.5612582781,25646.837748,0,0.0423109068,13.363659568,129,13,KR-47750,KR-47,60210,19.4,23930,1.5,9.9,81.6,42.7,0.0484287505,0.0436481404,1.1366485583,25.796610169,12.912963274,26.596280819,10.092453652,0.0869205298,0.4387417219,1.1258278146,129.09546108,36.3772805,25.646837748,44.683568041,44.206158746,4.9757818977,0.6891084286,98.183979101,15.051730988,10.670015692,13.7,20.9,"2,114","10,125",13,2,8.75,14.386795141,9.6535399444,124
Gyeongsangbuk,Chilgok,50,0,1,1,2,3,0.0935586293,21.215633976,954,-290,336,1.9522,58.9,12.1,83.3,343.1,47.2,24.0,58.2,39.3,41.9,2.3,23.3,88.7,23.2,38.8,64.4,0.6,25.5,24.02,"120,983",40.0,4.62,87.6,18.8,2.1801184614,12.304987312,6.2512915038,123049.87312,1.7840576607,0.0547482695,15.034237089,130,13,KR-47850,KR-47,60220,6.7,112104,6,7.7,81.6,42.7,0.0431661671,0.0390102048,0.8509955042,36.603380349,46.221830194,30.176238136,11.703405319,-0.239703099,0.2777249696,0.7885405388,128.46423051,36.0056085,123.04987312,45.959849576,21.105394948,34.526187242,2.1912399603,99.282551663,16.213433551,21.120170591,12.4,5.7,"3,529","61,375",13,51,2.9169387435,15.595354218,15.413686423,125
Gyeongsangbuk,Gimcheon,22,2,0,1,2,3,0.0850114254,24.693357325,1524,-71,332,2.1315,52.8,12.5,91.3,361.7,72.2,22.6,56.1,35.3,40.4,1.3,26.2,88.9,27.6,30.9,67.7,0.5,16,22.72,"139,894",41.0,2.24,85.5,18.8,3.2998746284,4.619380388,4.4262084149,46193.80388,1.5770010172,0.0455879454,15.260588317,131,13,KR-47150,KR-47,60060,12.2,126823,5.9,9.0,81.6,42.7,0.0451747711,0.0463590989,1.2016747751,28.799863117,22.392750128,33.449626645,11.848640272,-0.050752713,0.2373225442,1.0893962572,128.05074803,36.0432895,46.19380388,43.117045055,23.671222697,33.914081224,1.09426115,106.75304651,13.970429965,15.828572751,4.2,11,"6,380","57,816",13,24,4.5605958797,13.401516011,12.219729958,126
Gyeongsangbuk,Goryeong,8,1,1,1,2,3,0.3426222685,24.164656873,239,-60,24,3.3825,79.1,13.6,95.1,366.0,39.3,22.5,65.0,34.1,47.2,3.5,24.9,85.5,47.0,42.3,48.2,0.6,18.7,19.83,"32,660",42.6,7.48,0,18.8,3.4258064516,9.9487443356,6.2063686467,99487.443356,0,0.0641935484,13.931242603,132,13,KR-47830,KR-47,60030,15.9,31000,2.3,4.2,81.6,42.7,0.0448967742,0.0416806452,0.7709677419,30.527040766,74.76635514,36.215967742,10.393906367,-0.183710961,0.0734843846,0.7317819963,128.31623491,35.722068,99.487443356,46.619514841,32.714970134,5.1931074714,3.6464622763,103.99240609,16.70781441,16.533598526,9.2,4.9,977,"19,900",13,10,2.9914268218,16.101896629,12.451648588,127
Gyeongsangbuk,Gumi,60,8,10,1,2,3,0.0262369092,21.389850018,5038,-550,988,1.4803,62.9,9.8,88.2,346.8,44.6,24.6,63.2,33.7,45.2,4.4,25.8,91.0,26.2,36.2,55.1,0.5,27.4,26.02,"422,195",39.2,1.64,86.4,18.8,1.610950857,4.4003781902,4.5230284584,44003.781902,0.7518438972,0.0512115964,17.139941432,133,13,KR-47190,KR-47,60040,4.3,399019,9.7,8.9,81.6,42.7,0.0414453948,0.041661174,1.262596518,37.579467371,16.389535542,69.628719434,12.953222572,-0.130271557,0.2340150878,1.193287462,128.36332231,36.2118785,44.003781902,45.819478329,22.346489241,34.910923593,0.7543409986,99.133804215,13.143494456,22.317209802,10.8,6.5,"13,198","204,344",13,78,3.1260436528,12.587313501,16.020483717,128
Gyeongsangbuk,Gunwi,6,0,0,1,2,3,0.5920330725,29.247191011,223,-5,53,2.9262,64.0,20.8,111.3,417.1,49.5,25.6,47.6,40.5,39.3,4.2,17.2,76.4,45.7,31.1,62.4,0.6,8.4,19.69,"22,277",47.9,3.28,0,18.8,3.930483985,3.3413386004,4.2016429501,33413.386004,0,0.0425280388,13.31264649,134,13,KR-47720,KR-47,60050,21.6,19794,1.1,5.4,81.6,42.7,0.053930484,0.0519248257,1.1266040214,26.415275841,32.82488757,30.554511468,10.011310035,-0.022444674,0.2379135431,1.001032455,128.72430865,36.167645,33.413386004,42.010814338,33.856173124,4.9569008404,1.6300220416,114.65606482,15.817697631,11.201851367,4.8,8.3,697,"8,418",13,6,3.1287875387,15.177235097,8.9605647258,129
Gyeongsangbuk,Gyeongju,30,18,4,1,2,3,0.0396831295,22.835963895,2666,-276,418,2.561,68.2,7.0,93.6,356.5,41.3,22.3,64.8,30.9,43.4,3.7,28.1,90.3,20.5,37.1,43.9,0.6,21.4,20.35,"264,282",42.5,6.29,82.5,18.8,2.406330366,17.588505611,4.8168244527,175885.05611,1.5825914936,0.0498271019,15.916639469,135,13,KR-47130,KR-47,60020,11,252750,4.2,5.4,81.6,42.7,0.0444094955,0.0402848665,1.0547972305,31.228864621,62.850386481,32.345772502,12.484771994,-0.1044339,0.158164385,1.0087709341,129.20772894,35.8596995,175.88505611,44.991709741,20.250671206,33.168373172,3.090302374,99.84380851,18.921278125,17.699494922,9.3,7.3,"9,184","125,938",13,52,3.4750758659,18.241028104,13.072920009,130
Gyeongsangbuk,Gyeongsan,582,48,8,1,2,3,0.0377367859,22.634814576,3283,-153,477,1.2632,68.9,8.6,80.7,337.8,42.9,22.5,58.3,34.5,36.5,3.4,28.5,96.3,20.1,33.2,67.1,0.5,32.1,25.44,"284,517",39.6,4.78,91.9,18.8,2.1024926816,4.036027197,4.3301454746,40360.27197,3.8366654773,0.041949333,15.698419442,136,13,KR-47290,KR-47,60010,7,260643,9.3,10.4,81.6,42.7,0.0432507299,0.0390315489,1.2595772762,28.308466288,47.848264432,25.216852169,12.558548285,-0.053775346,0.167652548,1.1538853566,128.80294768,35.8465555,40.36027197,43.57852994,20.028522711,36.188936135,2.3655255488,99.554267614,13.066346344,24.317342854,9.7,7.8,"8,561","109,338",13,638,3.0089590429,12.501825278,17.14716215,131
Gyeongsangbuk,Mungyeong,4,0,0,1,2,3,0.1466899801,27.079718162,870,-52,200,2.0193,64.6,10.6,98.5,354.0,60.5,23.7,60.5,37.0,43.0,2.6,23.3,87.4,34.1,41.2,58.9,0.5,12.1,19.6,"68,895",43.7,1.37,96,18.8,3.4225237291,5.5012384063,4.9002104652,55012.384063,1.4557735981,0.0353287137,14.163917012,137,13,KR-47280,KR-47,60070,17.1,68692,4.3,1.7,81.6,42.7,0.0438391661,0.0426992954,1.2665230303,27.267386355,13.743176233,20.6255168,11.140338885,-0.075477175,0.2902968285,1.262791204,128.13337262,36.692907,55.012384063,45.944937181,28.177973199,36.970913005,0.649420224,103.87459939,15.005145747,13.067377354,9.0,17.5,"4,241","24,268",13,4,6.1557442485,14.388000574,10.792872177,132
Gyeongsangbuk,Pohang,49,3,1,1,2,3,0.0025275459,23.446688701,7590,-291,750,1.9012,64.1,9.3,95.2,340.8,41.6,23.0,0.0,0.0,39.2,2.2,23.7,0.0,0.0,0.0,0.0,0.5,19.2,22.24,"504,382",40.3,1.54,86,18.8,0.4747059379,7.7032787054,5.4290200681,77032.787054,0.3931312115,0.0201983937,16.58096615,138,13,KR-47110,KR-47,60230,8,1017472,7.6,0.0,81.6,42.7,0.0199788299,0.0107959728,0.7459664738,32.485257692,15.427233506,15.613477324,13.131089196,-0.057694367,0.1486968211,1.5048118291,129.26118221,36.086602,77.032787054,3.5554422376,11.010232953,34.561986959,0.742514492,83.340341858,14.734276565,17.392677943,6.6,9.3,"19,146","205,513",13,53,3.795932448,14.145973599,13.134071403,133
Gyeongsangbuk,Sangju,11,0,4,1,2,3,0.1017025177,28.961677187,1212,-304,187,2.4535,63.6,10.9,99.6,367.5,44.0,22.1,61.4,31.9,33.2,3.4,14.3,85.6,28.0,32.8,50.9,0.5,10.7,19.76,"97,558",43.7,1.32,101.3,18.8,3.3528428951,5.1504570614,4.3317821194,51504.570614,0,0.0326069353,14.519917608,139,13,KR-47250,KR-47,60090,17.3,97559,2.8,5.6,81.6,42.7,0.04370586,0.043109298,1.2423251571,27.41609811,13.158031384,20.732551584,11.488202352,-0.311609504,0.1916808463,1.2423378913,128.09732537,36.44783,51.504570614,43.626889097,26.206894208,38.852421066,0.5020968172,102.56057465,15.051512064,12.340619597,8.5,11.9,"3,780","31,811",13,15,3.8746181759,14.446573803,9.8200518552,134
Gyeongsangbuk,Seongju,20,2,1,1,2,3,0.3348268705,27.049434072,381,-54,60,2.8995,104.5,7.6,82.3,392.2,45.5,25.0,61.0,25.8,39.8,1.1,10.0,95.8,33.4,33.8,77.4,0.7,7.3,19.58,"41,299",43.9,5.44,0,18.8,3.6867755169,2.5629489818,4.7143998644,25629.489818,0,0.0574410088,14.326857646,140,13,KR-47840,KR-47,60100,15.9,36319,2.5,1.0,81.6,42.7,0.0499077618,0.0485255651,1.0490376938,31.502683836,54.406658497,45.913598943,10.628593566,-0.130753771,0.1452819681,0.9225404973,128.22527835,35.9156295,25.629489818,41.283584038,27.362327326,5.3380207808,2.6549560392,116.78053653,14.403920565,10.748996298,4.7,5.4,"1,136","20,862",13,23,2.7506719291,13.825906792,8.6815071385,135
Gyeongsangbuk,Uiseong,41,0,0,1,2,3,0.1939658055,34.46073843,409,-113,101,2.0359,80.6,12.5,104.7,384.9,58.8,19.4,59.6,30.4,43.1,2.0,20.5,89.4,34.0,37.4,51.9,0.6,7.5,15.67,"49,621",48.1,1.69,0,18.8,4.0627939793,6.5663731082,4.3409040527,65663.731082,0,0.0287041392,13.926707508,141,13,KR-47730,KR-47,60190,23.7,51024,0.9,4.2,81.6,42.7,0.0467858263,0.046093995,0.8015835685,25.654504014,16.886283993,21.903711979,10.81216941,-0.227726164,0.2035428548,0.8242477983,128.5948162,36.362474,65.663731082,42.23701664,31.55623154,5.1808331479,0.7304511175,111.85125844,16.615990541,9.5030439302,10.7,13.9,"2,031","14,646",13,41,4.0930251305,15.928756674,7.9549563971,136
Gyeongsangbuk,Uljin,0,0,0,1,2,3,0.2188851908,23.900075131,494,-96,151,3.1539,64.4,10.3,107.9,343.4,42.2,19.1,57.3,31.9,37.4,1.9,19.5,92.1,58.3,45.0,40.8,0.5,13.9,19.15,"48,057",45.2,4.03,0,18.8,3.2836650491,9.9715764613,4.9233202239,99715.764613,0,0.0408598243,14.33766833,142,13,KR-47930,KR-47,60180,17.6,46777,1.4,10.7,81.6,42.7,0.0464052846,0.039551489,1.0560745666,29.568244515,40.284873149,36.036107489,10.780143085,-0.199762782,0.3142102087,1.0279459808,129.28469042,36.894787,99.715764613,41.695790434,37.4780286,5.3370879635,1.9143622666,97.420464904,17.352465365,13.779315447,7.5,8.2,"1,568","19,113",13,0,3.262792101,16.705204803,10.622596609,137
Gyeongsangbuk,Ulleung,0,0,0,1,2,3,1.5906805963,19.778836339,194,-62,65,1.4856,52.7,2.4,105.7,326.9,20.1,23.5,56.4,26.7,41.9,0.2,18.5,92.0,73.3,39.2,68.2,0.6,19.2,7.6,"8,729",48.6,3.07,0,18.8,2.0292102882,12.009759423,6.3466605568,120097.59423,0,0.0580457542,12.408184575,143,13,KR-47940,KR-47,60170,10.7,7737,3.5,4.9,81.6,42.7,0.0547886778,0.0371461807,2.5074318211,32.931096899,30.700200732,31.639782862,9.0744060947,-0.710276091,0.7446442892,2.2224768015,130.85864855,37.50128,120.09759423,39.616778538,42.40702077,4.625621395,1.179871991,89.777791983,18.36389649,12.842107149,7.5,3.9,176,"4,491",13,0,2.0162676137,17.616594957,9.4560492245,138
Gyeongsangbuk,Yecheon,6,24,14,1,2,3,0.2807848905,29.883006481,847,249,393,2.5381,55.7,11.7,99.4,345.6,48.6,21.0,54.9,27.6,39.9,6.3,20.1,88.6,34.4,44.5,51.3,0.5,8.4,17.8,"51,082",44.1,1.34,0,18.8,4.4367004233,3.2003104812,3.4102032027,32003.104812,2.3387983254,0.0295811212,13.754627215,144,13,KR-47900,KR-47,60160,18.4,42757,2.2,2.9,81.6,42.7,0.0526276399,0.0552494328,1.9809621816,23.269230769,13.350790533,22.006525247,10.841187464,0.4874515485,0.7693512392,1.6581183196,128.47226555,36.6516935,32.003104812,39.051532159,28.699247659,5.1171855936,0.9112653009,98.596630351,14.526147333,10.429976046,1.6,14.9,"1,880","12,648",13,44,3.6803570729,13.933093436,8.3975517823,139
Gyeongsangbuk,Yeongcheon,36,0,1,1,2,3,0.1105907179,24.876774811,1211,-122,218,2.7356,73.5,11.1,98.1,366.0,36.4,21.0,0.0,0.0,39.9,6.3,20.1,0.0,0.0,0.0,0.0,0.6,15.5,20.9,"98,686",43.7,4.72,88.9,18.8,3.1573926868,5.7755404009,4.9510568875,57755.404009,1.0598834128,0.0471626921,14.830634348,145,13,KR-47230,KR-47,60150,15.3,94350,4,0.0,81.6,42.7,0.0457032326,0.0428659247,1.2835188129,30.143996455,47.232981376,29.249655538,11.499698371,-0.123624425,0.220902661,1.2271244148,128.91618706,36.0073435,57.755404009,3.3759987836,10.88673581,34.877578184,2.2998368563,89.339255028,15.365728714,15.109206186,,9.2,"4,109","44,498",13,37,4.1637111647,14.762320492,11.694958879,140
Gyeongsangbuk,Yeongdeok,2,0,0,1,2,3,0.2750157712,28.879988952,259,-99,82,2.2605,66.9,13.5,93.1,373.9,46.5,20.7,52.5,34.6,29.6,6.2,12.8,95.3,36.9,29.7,42.1,0.5,9.5,16.42,"36,096",47.8,3.75,0,18.8,3.6940916621,5.2391766401,5.0919769504,52391.766401,0,0.0346880177,13.493328134,146,13,KR-47770,KR-47,60120,22.3,36220,2.4,0.2,81.6,42.7,0.0476559912,0.0377443401,0.7150745445,28.298495347,37.509700785,20.004583103,10.493937335,-0.274268617,0.2271719858,0.7175310284,129.29390907,36.470381,52.391766401,40.731365983,29.586758839,5.0216650994,1.7383507307,105.33247937,16.173684503,10.845514872,3.4,10.9,"1,374","12,564",13,2,3.8065159574,15.505595125,8.8542641189,141
Gyeongsangbuk,Yeongju,5,0,0,1,2,3,0.086812275,26.668941721,971,-136,165,1.5083,60.1,9.8,100.4,356.0,39.6,19.8,60.0,24.8,45.9,1.2,26.2,90.0,39.5,36.6,54.3,0.5,17.2,22.13,"107,034",42.1,1.41,98.1,18.8,2.9297668748,4.6793727227,6.2793131155,46793.727227,1.8472678908,0.0360235711,14.80575485,147,13,KR-47210,KR-47,60140,13.2,108268,3.5,2.7,81.6,42.7,0.0415820002,0.0406038719,0.896848561,27.597027568,14.11733495,24.863228285,11.58090182,-0.127062429,0.1541566231,0.9071883701,128.53445001,36.880866,46.793727227,40.084510952,31.73894959,37.90293141,0.6423355331,99.588408432,14.067287301,16.581806393,20.6,10.6,"4,118","39,002",13,5,3.8473756003,13.468633026,12.775029613,142
Gyeongsangbuk,Yeongyang,1,1,0,1,2,3,0.6007361423,33.098636219,122,-38,35,2.2368,74.4,4.8,95.3,380.6,21.6,19.0,52.6,21.5,21.8,2.6,18.7,90.2,57.9,42.5,83.0,0.6,7.2,16.55,"16,559",46.3,1.79,0,18.8,4.0965173525,6.9164804638,2.8081405882,69164.804638,0,0.0271865313,12.861099907,148,13,KR-47760,KR-47,60130,21.1,16453,0.8,0.2,81.6,42.7,0.0465872485,0.0442654835,0.7415061083,24.672146577,17.887878043,23.402358233,9.7146850396,-0.229482457,0.2113654206,0.7367594662,129.13569377,36.6852665,69.164804638,34.618325891,41.471625265,4.7846221491,0.7796526738,105.40172991,16.294356169,9.3349790401,8.8,10.1,450,"4,473",13,2,2.7175554079,15.63459999,7.3941706317,143
Gyeongsangnam,Changnyeong,9,0,0,1,2,3,0.2091456649,25.39215086,663,26,227,2.933,98.1,10.8,104.0,386.1,38.3,20.4,53.8,33.9,43.3,0.1,17.2,93.5,31.7,42.0,60.7,0.6,10.4,19.19,"62,703",43.9,6.02,0,19.6,3.5782337853,7.8799269572,4.5197199496,78799.269572,0,0.0483198974,14.504161144,149,13,KR-48740,KR-48,61120,18.4,54580,3.8,0.9,81,42.4,0.0504580432,0.0460608281,1.2147306706,33.552804846,60.211017551,36.479058263,11.046164572,0.0414653206,0.3620241456,1.0573656763,128.49130348,35.505387,78.799269572,41.385546179,25.839972385,5.4011481467,3.0312835379,112.09366959,16.211972244,12.052152214,4.4,10.1,"2,654","26,373",13,9,4.2326523452,15.593568869,9.7179888227,144
Gyeongsangnam,Geochang,19,0,0,1,2,3,0.1843589504,27.301459216,466,-45,138,1.5879,78.1,12.3,117.2,361.9,35.3,20.2,56.3,31.5,43.0,2.4,25.9,94.5,43.0,35.4,39.2,0.5,11,21.33,"60,020",42.7,1.11,0,19.6,3.1672067969,5.3159720093,4.5868043985,53159.720093,3.5035473417,0.0357204169,14.45972744,150,13,KR-48880,KR-48,61020,17.4,57085,4,6.3,81,42.4,0.0448734344,0.0450713848,0.8163265306,27.855924237,11.067499958,33.362441972,11.002433119,-0.074975008,0.2299233589,0.776407864,127.9227921,35.7146665,53.159720093,41.378625033,32.508089127,5.380886144,0.5158874937,102.22087229,14.486531213,13.04239287,11.1,10.5,"2,142","20,391",13,19,3.5688103965,13.875994431,10.295674003,145
Gyeongsangnam,Geoje,6,1,6,1,2,3,0.0495272685,22.316068025,3090,-598,499,1.2222,80.8,9.1,98.4,336.5,35.8,21.2,66.1,39.1,44.4,3.5,20.3,94.2,32.8,42.1,53.3,0.4,21.9,28.4,"252,889",38.0,3.76,77.4,19.6,1.8514403548,3.8993381681,3.3682762002,38993.381681,0.4444167918,0.0483956554,16.027553685,151,13,KR-48310,KR-48,61010,4.7,225014,6.9,5.3,81,42.4,0.0426760113,0.0450909721,1.3732478868,38.459309346,37.604011095,40.594629667,12.440705936,-0.236467383,0.1973197727,1.2218799552,128.59143927,34.8710115,38.993381681,49.062908025,26.043406957,31.525075897,1.7619668633,98.485844262,12.537303974,20.24728065,13.7,6.2,"6,733","108,897",13,13,2.6624329251,11.996298342,14.623899773,146
Gyeongsangnam,Gimhae,6,4,4,1,2,3,0.0227827997,21.121583311,6887,63,1565,1.1475,79.3,7.3,103.9,357.9,35.1,21.7,61.0,34.2,43.5,3.1,28.9,96.2,24.8,36.9,31.5,0.5,23.1,27.11,"539,401",37.3,4.88,83.5,19.6,1.9651250196,4.9515653475,5.5353994524,49515.653475,0.8260298527,0.0473812789,16.384669045,152,13,KR-48250,KR-48,61040,5.3,484244,9.3,6.8,81,42.4,0.0416040261,0.0429366187,1.4222168989,33.786369956,48.812262175,26.959206516,13.198214544,0.0116796224,0.2901366516,1.2767866578,128.86055731,35.275536,49.515653475,44.747451151,21.680192309,33.671674172,2.44645292,100.1891399,12.686031888,20.837680171,11.5,7.2,"16,563","229,441",13,14,3.0706283451,12.144161176,15.318603938,147
Gyeongsangnam,Goseong,2,0,0,1,2,3,0.1979795557,24.331787216,376,-110,182,3.3221,80.2,11.0,116.0,403.2,34.9,23.4,60.5,31.5,43.2,0.9,15.7,94.0,48.6,41.7,75.3,0.5,11.3,21.99,"51,778",43.5,3.54,0,19.6,3.6216830635,4.4843794662,4.1349607942,44843.794662,0,0.0397052483,14.485928884,153,13,KR-48820,KR-48,61030,18.2,51026,2,4.8,81,42.4,0.0441853173,0.0387547525,0.736879238,30.532695504,35.373632746,38.314878689,10.854720628,-0.21244544,0.3515006373,0.7261771409,128.32061392,35.010051,44.843794662,43.511761803,33.983103233,5.3918062232,1.6624589172,113.4115333,15.112213914,13.306494438,13.4,7.5,"1,522","20,260",13,2,2.9394723628,14.533622749,10.294028102,148
Gyeongsangnam,Hadong,0,0,0,1,2,3,0.2618789195,28.707386364,410,-151,125,6.4651,73.2,12.3,94.1,342.7,25.2,19.1,57.3,38.6,41.1,1.7,20.1,94.9,45.0,35.1,62.9,0.5,7.2,16.98,"43,001",45.4,1.70,0,19.6,4.2214649131,4.0780612079,4.7301225553,40780.612079,0,0.0351732745,14.297830529,154,13,KR-48850,KR-48,61150,19.1,41668,1.8,9.4,81,42.4,0.0468609005,0.044249784,0.983968513,27.303762247,17.00487205,38.874628012,10.66897865,-0.351154624,0.2906909142,0.9534661985,127.78525402,35.136402,40.780612079,44.747526659,33.884790395,5.3205956584,0.6746662903,98.389840667,16.7004512,9.8636131899,9.9,12.5,"1,837","14,656",13,0,4.2719936746,16.167116894,8.3292913791,149
Gyeongsangnam,Haman,0,1,0,1,2,3,0.1918865388,23.239560012,595,-173,298,3.304,74.7,10.2,106.8,373.6,31.9,18.7,59.3,37.8,37.8,2.0,26.1,89.5,35.1,36.8,38.3,0.8,13.4,22.38,"67,520",41.2,7.37,0,19.6,3.2277094219,5.8470145142,4.9585308057,58470.145142,0,0.0704062026,14.989350596,155,13,KR-48730,KR-48,61160,14.7,59330,4,3.9,81,42.4,0.0468346536,0.0458486432,1.0028653295,32.634291119,73.68889737,54.515236811,11.120179129,-0.256220379,0.4413507109,0.8812203791,128.44068862,35.2798315,58.470145142,45.111802407,26.469402088,5.5879341756,3.5563346789,102.45472447,14.885788341,14.594565778,4.8,6.6,"2,754","41,772",13,1,4.0787914692,14.330229091,11.440271866,150
